hb_ratio_mol,hv_ratio_mol,mw_phbv,mn_phbv,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,spread_speed,young_modulus,tensile_strength,elongation_at_break,tg1,tc1,tm1,td5,dhm1,crystallinity
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,1950.0,35.6,4.14,,,175.1,295.2,73.9,50.6
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.91,no_additive,0.0,10.0,1960.0,29.08,1.91,,,172.3,,76.1,52.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.66,no_additive,0.0,10.0,2000.0,29.16,1.97,,,172.9,,67.7,46.4
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,8.26,no_additive,0.0,10.0,1980.0,30.62,2.33,,,169.4,,73.8,50.6
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.91,no_additive,0.0,10.0,2220.0,31.22,1.83,,,171.4,290.0,74.2,50.8
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.66,no_additive,0.0,10.0,2330.0,28.82,1.45,,,170.8,284.8,65.5,44.9
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,8.26,no_additive,0.0,10.0,2500.0,26.4,1.23,,,170.9,280.0,63.5,43.5
100.0,0.0,500000.0,,,no_additive,0.0,no_additive,0.0,,4450.0,,65.0,,,169.7,,80.1,
100.0,0.0,500000.0,,,nucleating_agent,0.5,no_additive,0.0,,,,,,,169.2,,76.8,
100.0,0.0,500000.0,,,nucleating_agent,2.0,no_additive,0.0,,4940.0,,27.3,,,169.2,,80.5,
100.0,0.0,293500.0,,,no_additive,0.0,no_additive,0.0,,3500.0,40.0,6.0,,101.0,164.0,223.0,70.8,48.5
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,2.0,,25.3,2.0,,,170.74,257.0,95.52,
85.4,14.6,,,,no_additive,0.0,no_additive,0.0,2.0,,21.6,11.8,,,165.03,263.0,84.61,
